Date,Returns,Yield
2015-01-02,0.013507571203752013,8.098288030482902
2015-01-05,0.0011490528096332585,8.898224913776493
2015-01-06,0.009185551913948726,8.99723463832877
2015-01-07,0.022328112433292465,7.470814497683053
2015-01-08,0.006318640245593626,8.45395974269163
2015-01-09,0.006274290118141482,7.75606212446639
2015-01-12,0.014850154723474215,7.016216393772426
2015-01-13,0.006604462760075962,7.018505044871805
2015-01-14,0.013626362397994779,7.9211320151245115
2015-01-15,0.018942402552755366,7.976669826008669
2015-01-16,0.0020671541967840074,7.0451393931468855
2015-01-19,-0.033300127606961466,8.373854833548606
2015-01-20,-0.003815125123025596,7.588006777189906
2015-01-21,0.020504184130023636,8.119786203071898
2015-01-22,0.005594822623228151,7.601838146330838
2015-01-23,0.0019304367488652114,7.334268629738615
2015-01-27,0.02000141991843849,7.81434747719775
2015-01-28,0.004784101005241251,7.464546729581001
2015-01-29,-0.019110398468989872,8.069601953838337
2015-01-30,-0.01206362473210012,7.39765706057296
2015-02-02,0.01102377624980287,8.016811953289254
2015-02-03,0.0051973087008632835,7.314757029737735
2015-02-04,0.023455877745950666,8.34194941897157
2015-02-05,-0.002799224205650121,8.507875368882848
2015-02-06,0.002285990855954465,7.220788468499867
2015-02-09,-0.004614036876720238,7.935604824074678
2015-02-10,-0.00024713013216543357,7.141743401309747
2015-02-11,-0.016702846815043488,8.196364891084006
2015-02-12,0.0013717840313936197,7.5288085958592905
2015-02-13,0.0053775736347611795,8.055248913677415
2015-02-16,0.004364029890411802,8.034922018768583
2015-02-18,0.03179463916479371,8.8487086923876
2015-02-19,0.028001814926123775,8.098166445137446
2015-02-20,-0.0030107936515330253,8.165996959436631
2015-02-23,-0.01852724033583115,7.803306251528761
2015-02-24,0.00480959576482132,8.898159206365634
2015-02-25,0.010518121658047446,8.554371818879218
2015-02-26,-0.0043258088805940235,7.570810580605683
2015-02-27,-0.003731707607108675,8.688419171552464
2015-03-02,0.024990659631750387,7.86479272037018
2015-03-03,0.0029093811462563525,8.657334287067188
2015-03-04,0.013947002228348862,8.645776136587005
2015-03-05,-0.005163668374253341,7.377740373525709
2015-03-09,0.005316714495302485,8.402282262767153
2015-03-10,0.0019639397563858516,7.581285938613062
2015-03-11,-0.0021044788656394563,7.594985339985336
2015-03-12,0.019863604938260313,7.592696153761161
2015-03-13,-0.01066652411559617,8.451136495119897
2015-03-16,0.009600681906135475,7.459652083585072
2015-03-17,0.0017385401341140146,7.001811670492181
2015-03-18,0.010977893784430492,8.430473706965266
2015-03-19,0.00190108041337971,7.3423694876702505
2015-03-20,0.016406316743027272,7.208964790615669
2015-03-23,-0.005276431179025825,7.475032241188121
2015-03-24,0.01989063830010375,7.759801044645408
2015-03-25,0.005654367663906941,7.951812654946401
2015-03-26,-0.009942030348181483,7.089140081425262
2015-03-27,0.01416258547083388,8.94114666525472
2015-03-30,0.003613803077788187,8.432126106839116
2015-03-31,-0.01449405511367453,7.646388130648672
2015-04-01,0.009989617005106442,7.637394514570794
2015-04-06,0.0180791485833324,7.897085098736919
2015-04-07,0.02138562888432157,8.252489645526065
2015-04-08,0.0014597774088028035,7.2927461331779355
2015-04-09,0.007743816663908854,7.377859627529904
2015-04-10,0.006606436113514938,8.718869165667101
2015-04-13,0.023877631578856244,7.512509847778145
2015-04-16,-0.003725862988479804,7.760389995950355
2015-04-17,0.0004240865735454991,8.742543701900233
2015-04-20,-0.004016643713397676,8.326295658799644
2015-04-21,-0.011389806277354643,7.683423758683377
2015-04-22,0.008973446172624983,8.367399091449242
2015-04-23,0.02521557998133105,7.039366430762827
2015-04-24,0.0036181864978192682,8.47128532002273
2015-04-27,-0.0045827594585176115,7.974032081032479
2015-04-28,0.00824231642678482,8.626364294568923
2015-04-29,0.013069418145271869,8.909275304012937
2015-04-30,0.004123642350761132,8.851577098989136
2015-05-04,0.022842423983450127,8.818530086910682
2015-05-05,-0.003748342731450263,8.024339911867774
2015-05-06,0.0025563643618516474,7.720284228277876
2015-05-07,0.009551854858115546,7.930070649461346
2015-05-08,0.010715565031413927,8.379792006626722
2015-05-11,0.006566737107577929,8.767995553742374
2015-05-12,-0.009341039068285779,7.4139726060002396
2015-05-13,0.034056136850475954,8.836386316923406
2015-05-14,0.0031683610194468007,8.630360463939779
2015-05-15,0.007323210223015881,8.957712030356468
2015-05-18,0.013401133118075765,8.760503546563374
2015-05-19,-0.0016380643517943528,7.559874659383813
2015-05-20,0.006683117050449312,7.211911822688095
2015-05-21,-0.0021262828518395335,7.2244821439831775
2015-05-22,0.01098660889769077,7.582446637156552
2015-05-25,0.002687728217333167,8.22836744796908
2015-05-26,0.00922462232765602,8.608640652194346
